claim_id,claim_text,checkability_score,verifiability_score,harm_score,overall_score,checkability_decision,verifiability_decision,harm_decision,overall_decision
758adc69-27ad-49bb-a2b0-9e3e6128e1c3,Trump allegedly pays little to no US taxes while paying significant taxes in China and maintaining Chinese bank accounts.,0.71240777,0.9706561,0.3803916,0.99234337,True,True,False,True
a54d18e9-67d2-4fd8-8c6c-9b31b90929b1,People are expressing their support for voting for Joe Biden in the 2020 US presidential election.,0.09021392,0.2773765,0.11418314,0.06770637,False,False,False,False
172ff596-0a7d-41ff-a6b5-201c92074021,Joe Biden possesses the qualities of compassion and empathy that are essential for a leader.,0.042665243,0.14342749,0.113117546,0.013647281,False,False,False,False
d4e8d0ad-59d3-4497-8a13-af1a737d6de5,Barack Obama is campaigning for Joe Biden in the 2020 US presidential election.,0.50175744,0.72505563,0.20841128,0.3417749,True,True,False,False
e7a3963d-e368-4d6f-9c05-a5eaf2836b60,"The tweets express admiration and nostalgia for Barack Obama, contrasting him favorably with Donald Trump.",0.2564159,0.42812756,0.1659879,0.2212077,False,False,False,False
75866fbf-7955-405f-a7c5-1e0c0ca688d6,Iran is interfering in the US election to damage Trump and influence the outcome.,0.7050433,0.9485198,0.31852332,0.97598183,True,True,False,True
55f8b37f-35a0-4b60-a525-8bbcafbd0056,Russia and Iran are interfering with the US presidential election to undermine American democracy.,0.70543355,0.98002213,0.38893032,0.98882395,True,True,False,True
ba8c330f-dab8-4b3f-8565-8e105a8a4acb,"The tweets claim that Ratcliffe, as DNI, is spreading misinformation to aid Trump's election interests.",0.6419719,0.8226314,0.2728053,0.92566013,True,True,False,True
58dc7c32-a7d3-4e64-ad6f-112a0efc547e,Biden supporters are reminded to vote in various states to save America.,0.048760142,0.1548179,0.09913887,0.002943126,False,False,False,False
f19f8eb4-5e68-486e-8ec4-3c53c2449f15,"President Trump releases footage from a ""60 Minutes"" interview he walked out of after claiming bias from the correspondent.",0.6912603,0.9660116,0.3268441,0.92821187,True,True,False,True
7a6f1134-f122-4752-a140-946b3b7721b9,"Donald Trump's Twitter account was hacked after a Dutch researcher correctly guessed his password ""maga2020!"".",0.70238376,0.98450744,0.3712829,0.97647923,True,True,False,True
c968e7da-badb-462a-8e1f-788e01b0533c,The author is sharing a poverty presentation for others to read and resend.,0.035941035,0.072695024,0.06524574,0.011196683,False,False,False,False
45acaa40-1d0f-4d28-aca2-6682b83d8c75,The final presidential debate of the 2020 US election is taking place on October 22.,0.466767,0.70677537,0.19936334,0.24809428,False,True,False,False
b0aaf031-6bdc-454e-9c28-4e64a0b2599d,"The tweets discuss the upcoming debate between Joe Biden and Donald Trump, focusing on potential controversy and outcomes.",0.05978829,0.2917645,0.103351675,0.030491287,False,False,False,False
11dc18f6-5b21-4fca-a5de-1a1df75f0317,Biden's potential impeachment due to Hunter Biden emails may lead to Kamala Harris becoming president.,0.11464295,0.26108164,0.15368819,0.11055989,False,False,False,False
9ca520f0-39b4-46f3-a9d0-26cc19f516ea,The tweets claim that Trump's hope to overturn the election lies in the Supreme Court stopping the vote count.,0.6627752,0.854574,0.3071451,0.9294772,True,True,False,True
8949f1bf-9d23-4242-81e5-a77b15b26733,Tony Bobulinski's statements and evidence are being used to criticize and potentially damage Joe Biden's presidential campaign.,0.37017462,0.5172931,0.1858609,0.6331994,False,True,False,True
7585f6d5-db96-44b2-9831-02c772e5a68a,The presidential debate between Trump and Biden is a crucial topic for the 2020 US election.,0.05689552,0.09993329,0.09104034,0.02186418,False,False,False,False
fdf52303-6fce-4d81-91f1-3de2e488a385,The tweets are discussing the performance of Donald Trump during the 2020 presidential debates.,0.10444151,0.30516642,0.08383774,0.03770056,False,False,False,False
8af24170-a7e8-41a3-a440-9bf8bea4de1a,The core claim is that Trump lacks a clear plan for delivering a coronavirus vaccine to the American people.,0.68183243,0.8996084,0.3114306,0.9383535,True,True,False,True
8f057b7e-c63a-4212-8939-5362f82ebbdc,The tweets compare and criticize Trump and Biden's responses to the COVID-19 pandemic.,0.4020919,0.5401329,0.21595334,0.62394166,False,True,False,True
bb69c8a7-648b-4ae5-96ce-71457c824eea,The topic is whether Donald Trump will release his tax returns and what it might imply.,0.06861755,0.39539725,0.114810474,0.028695753,False,False,False,False
b11c118a-bb83-410e-ba7b-abecfd9def50,"Donald Trump is criticized for lacking a plan, contrasting with Joe Biden's legislative achievements.",0.6028043,0.7801212,0.26008463,0.8533431,True,True,False,True
3293e8e1-ec22-403a-9ec8-0b2d714e014b,The tweets discuss Trump's claims that Biden received money from Russia and the validity of those claims.,0.5548914,0.7166056,0.25516185,0.87129205,True,True,False,True
2aa051cc-9bd4-4bc2-b3da-74a257bd99c9,The authenticity and amount of Donald Trump's tax payments are disputed between him and his critics.,0.7185346,0.9629214,0.3419124,0.9876666,True,True,False,True
7c690d00-198b-45fd-8c9f-a60e47edc4f8,"The authenticity of Joe Biden's claim of being from Scranton, Pennsylvania, is being questioned or disputed.",0.70088565,0.9600627,0.3349849,0.9626882,True,True,False,True
99d5e108-8a9d-430a-b048-2f9260172786,The tweets discuss Joe Biden's handling and response to the COVID-19 pandemic during the 2020 presidential debate.,0.3701033,0.5864894,0.23532136,0.29691368,False,True,False,False
39133ef4-bec2-4ea8-8a54-0001d49d4765,"Healthcare should be considered a fundamental right, not a privilege, for all individuals.",0.022028048,0.035543516,0.088913746,0.014740051,False,False,False,False
9ca29044-ddd0-4a7c-8ae8-b9a6105df02a,The main claim is that Trump consistently interrupts others during debates and should be muted or ignored.,0.44059184,0.54494333,0.21486838,0.7593391,False,True,False,True
e82d6ebf-ac14-492a-b10c-4c30f53a22a7,The tweets claim that Joe Biden is compromised or too soft on China due to various reasons.,0.5163587,0.6567409,0.23506062,0.807188,True,True,False,True
a88f20f8-1aff-4c63-937d-c9f6ab509334,The main claim is that Trump and Biden have different healthcare plans and records.,0.5865958,0.75057286,0.26934418,0.8309697,True,True,False,True
579533ee-ad71-476e-8095-408f10ebc1e5,"Joe Biden emphasizes unity and rejects the concept of ""red"" and ""blue"" states in the United States.",0.51659685,0.709276,0.2597626,0.57872874,True,True,False,True
07fd5cba-d278-4950-bb07-1ae2a1ab5d77,The core claim is that Biden's plan to combat COVID-19 is overly reliant on requiring people to wear masks.,0.66625834,0.8653552,0.31269574,0.9336127,True,True,False,True
d00e1bdc-cdbd-4266-950c-b59a266d7be1,The 2020 U.S. Presidential Election and the performance of its candidates in debates.,0.06155125,0.20299207,0.11519858,0.02530709,False,False,False,False
b51f69a8-e7a6-461c-8433-0f8ef769d524,The debate over whether Joe Biden's mask-wearing policy is excessive or necessary.,0.08845668,0.38359496,0.15526815,0.03223671,False,False,False,False
b3b8a631-8933-4104-896c-9f641c2bee1f,The tweets claim that Trump is lying about a vaccine for COVID-19 being available or imminent.,0.66711384,0.8790166,0.27261707,0.93796504,True,True,False,True
21011ccd-ba72-4272-aa27-5441a70e1edf,The tweets claim that President Trump's handling of COVID-19 has led to a high number of deaths.,0.6745932,0.86075515,0.29901713,0.9428854,True,True,False,True
ae12db19-19d1-41b0-bf63-acb6c0846ba2,"Donald Trump has lied over 20,000 times since his presidency started, eroding trust in his leadership.",0.7090743,0.99002004,0.45581847,0.99823964,True,True,False,True
8199d6fc-7ed3-4195-a308-173a12053339,"Biden denies taking any money from foreign countries, challenging Trump to reveal his own foreign financial ties.",0.71404475,0.9790005,0.35688064,0.98818994,True,True,False,True
4ca466d5-24db-467b-8aae-a1df7f2f21f2,The core claim is Trump's stance on terminating Obamacare and his lack of a replacement healthcare plan.,0.6645974,0.8593775,0.28916556,0.93451756,True,True,False,True
99e12720-4a08-4c86-b16f-1a5fa27fa534,The tweets discuss Trump's stance and interactions with China during the presidential debate and election.,0.33883953,0.5450075,0.19493254,0.4662123,False,True,False,False
3e0dfdb6-69ad-4c30-9c21-7d82b315635f,"The main claim is that Donald Trump is a liar, specifically a pathological one.",0.5124382,0.701766,0.24769877,0.70437527,True,True,False,True
afa5d3a9-44a7-43c5-adf9-ebf7abd86fd1,The main claim is that Biden and Trump have differing stances on China and its global influence.,0.5224712,0.661809,0.24635339,0.79450345,True,True,False,True
4531734f-79aa-4c11-b9d7-b5d96dcd5f25,The tweets discuss whether a person can be infected with the coronavirus multiple times.,0.44961098,0.60351,0.19596142,0.5201593,False,True,False,True
f702f9fb-4eb8-4c3c-b23c-9c2e191caa0f,Record News is live-streaming the final debate between Donald Trump and Joe Biden before the elections.,0.38506714,0.61934114,0.1920465,0.22990508,False,True,False,False
e7f74044-2fbc-43ec-ada5-30174bcfe720,"The tweets discuss Kristen Welker's performance as a moderator in a presidential debate, with varying opinions on her impartiality.",0.11715824,0.3586212,0.14186315,0.09468457,False,False,False,False
1170c580-f179-43a2-afbc-d75876547b77,The authenticity and implications of leaked emails and a laptop allegedly linking Joe Biden to Chinese corruption.,0.60760826,0.8261399,0.27209634,0.711202,True,True,False,True
74da5d70-cad5-4bb8-b639-85df38815db0,"Joe Biden warned of a ""dark winter"" during the 2020 presidential debate.",0.5407999,0.7918216,0.22494137,0.48078883,True,True,False,False
fd31ad97-661e-4c09-8e4d-fe80b9b81776,Joe Biden is dominating the debate and causing a meltdown in Donald Trump.,0.16275306,0.42837083,0.14266522,0.08664901,False,False,False,False
5176eb27-fc7d-4135-a352-06e62ebed0ba,"Those responsible for 220,000 deaths during Biden's presidency should not remain as President of the United States.",0.7215481,0.9315046,0.33850142,0.9829117,True,True,False,True
8004ed74-f10e-4939-8655-10203816b64f,"Joe Biden accuses Donald Trump of being xenophobic, a claim that is disputed and clarified in subsequent tweets.",0.47279665,0.6266835,0.189857,0.72930175,False,True,False,True
bddb2656-208d-49bc-bc09-bad43348896e,The tweets express a collective desire for Donald Trump to be isolated or locked away.,0.20802252,0.45153436,0.15195918,0.16296388,False,False,False,False
d586963f-a3f8-4f51-888b-60cca8c513eb,"Donald Trump claims he has been the toughest on Russia, but others dispute this assertion.",0.7045756,0.9298075,0.33521602,0.9687026,True,True,False,True
63cf1867-8ec9-49e8-b004-dec6dc554c81,Joe Biden claims that any country interfering with US elections will pay a price under his presidency.,0.63552177,0.8597034,0.26471725,0.81287664,True,True,False,True
a3686c60-dfde-4e6e-9fb3-acb2e2d80958,Joe Biden and Trump have differing views on how Americans are coping with the COVID-19 pandemic.,0.29318672,0.52686197,0.21034038,0.22207914,False,True,False,False
64792165-c1ea-4135-b5de-8cbb558cc0d2,Joe Biden claims that red states are experiencing spikes in coronavirus cases.,0.6978651,0.95564145,0.31878868,0.9408923,True,True,False,True
21cd0a6c-b5ad-47c1-a490-54be614f4ed6,The topic is Trump's refusal to release his tax returns compared to Biden's transparency.,0.5585946,0.7048048,0.2662904,0.83280826,True,True,False,True
4b3ae233-2020-42cc-b679-eaab5d38dcd0,Joe Biden's campaign emphasizes the ability to multitask and handle multiple responsibilities simultaneously.,0.32234988,0.5273796,0.2248664,0.37273976,False,True,False,False
8aa6d24a-5e7e-4e7f-a19f-4d0bed650176,The main claim is that Trump's promise to not shut down resonates with people and is a key debate point.,0.061537493,0.1463866,0.14517023,0.17286466,False,False,False,False
d577dd7e-2954-42a0-b073-439277f77f53,"The tweets are discussing a claim that Joe Biden sells pillows and sheets, which was allegedly mocked by Donald Trump.",0.66053236,0.8945449,0.2851471,0.9104131,True,True,False,True
7151a4c5-169c-4c20-a5f1-502aa6032a65,"US President Trump claims a COVID-19 vaccine is ready, will be announced within weeks, and has already taken it.",0.70092916,0.9558214,0.35880733,0.9589554,True,True,False,True
35a663f1-be91-41e8-bbe4-ffec28b87748,Biden claimed they had a good relationship with Hitler before he invaded Europe.,0.70845973,0.95689124,0.32374603,0.9721451,True,True,False,True
892c11b4-269a-491a-b5ae-57bec9b05662,Donald Trump's claim to have prepaid his taxes is disputed and likely false.,0.7132919,0.97938615,0.37214926,0.9883279,True,True,False,True
3a8b437d-f930-47a4-924c-e6b52ce16c8d,The 2020 US presidential debate highlighted differences in foreign policy approaches between Biden and Trump.,0.3456865,0.5271703,0.17328286,0.16750085,False,True,False,False
704b5eb6-2899-41c8-861c-7e30c1611909,The relationship between the US and North Korea under Trump's presidency is a topic of debate.,0.1202194,0.40393808,0.16846153,0.09402907,False,False,False,False
ca5b2f06-e7d0-4bbc-af6a-1a4882513a16,"The tweets are discussing Trump's claims that COVID-19 will ""go away"" and the danger of downplaying the pandemic.",0.44337904,0.61633426,0.22646114,0.71544516,False,True,False,True
15a0e23c-946b-4958-9ce0-1a722a2f4037,Joe Biden claims that Trump avoids discussing substantive issues and focuses on personal family attacks instead.,0.60787046,0.8202818,0.25469577,0.7110153,True,True,False,True
94f57fad-1c3a-4a1d-9382-a34f98f6d1c4,The tweets compare and contrast the approaches of Biden and Trump towards North Korea's nuclear program and diplomacy.,0.34581652,0.52595615,0.2064808,0.56565857,False,True,False,True
106f133d-3745-4dd4-aacc-8ca51308de38,People deserve to have affordable healthcare.,0.0106191635,0.0015918004,0.039288204,0.0012873312,False,False,False,False
8ef782f3-cd81-443a-aecc-f97d98725b0f,"Trump's healthcare plan is nonexistent or ineffective, and he has failed to provide a viable solution.",0.6534378,0.8114693,0.25407478,0.9542347,True,True,False,True
3aa0d0d0-c583-413e-aad6-2b20b8f03529,The tweets discuss the idea that a mute button could be used to control Trump's speaking time during debates.,0.513745,0.63579863,0.248805,0.8369243,True,True,False,True
9f1857ce-3ff9-4e76-a90e-dfb238092378,"Joe Biden is performing well in the debate, outshining or outmaneuvering Donald Trump.",0.22239201,0.46399212,0.1650623,0.14562911,False,False,False,False
3844b975-d668-4d82-abdd-483abf8a1841,Biden and his family allegedly received money or benefits from China.,0.70842505,0.9705414,0.35322443,0.9874489,True,True,False,True
56b96314-07e4-454a-8edd-1c80ae680d72,The tweets discuss Trump's tendency to interrupt during the debate and the moderator's handling of it.,0.26954478,0.41035733,0.19152491,0.47014093,False,False,False,False
183bda34-6ba1-4ef0-adaf-97a83d304988,"Biden claims he will shut down the virus, not the country, in contrast to Trump's handling of the pandemic.",0.6157385,0.7972415,0.28715926,0.8807252,True,True,False,True
62185e0f-600f-4c16-885a-40058c3bc94e,The mute button during the 2020 presidential debate is not being used effectively.,0.029635997,0.037820037,0.07302691,0.008119281,False,False,False,False
417da72d-bd73-4e27-a2e7-6a606eed0d48,The tweets discuss Donald Trump's tax audit and his refusal to release his tax returns during the audit.,0.6755302,0.85932183,0.30690905,0.9355077,True,True,False,True
edb03cfc-db56-488d-a853-67676d0cdebf,The tweets express widespread approval and admiration for President Biden's performance.,0.083565965,0.24477935,0.11995746,0.056067836,False,False,False,False
81c5c33a-4eb6-4587-923b-abe9c7084cdf,The main claim is that Joe Biden lacks a clear plan to handle the COVID-19 pandemic.,0.6103433,0.7935029,0.26711348,0.878529,True,True,False,True
903121a0-0b9d-47f2-8486-5968232b3521,"The core claim is that Joe Biden's statement ""Americans don't panic"" is hypocritical or misleading.",0.11321146,0.27927262,0.16279104,0.18055438,False,False,False,False
8dacc6b3-79eb-4f3f-a126-e198de5e18de,"New York City is not a ghost town, contradicting Trump's claim.",0.7069401,0.9561638,0.32582685,0.97531337,True,True,False,True
3b4313ac-2476-4a77-b8e7-ca1aa7c27e63,Joe Biden's performance in the 2020 presidential debates is being praised and criticized by different people.,0.26982877,0.51179206,0.18607266,0.124916025,False,True,False,False
1d066661-7fe0-4efe-8e74-7b4fc45a4889,Biden and Trump debate over Trump's refusal to release his tax returns during a presidential debate.,0.6480536,0.8745827,0.28031763,0.8265402,True,True,False,True
80485148-5bf9-40fb-8634-0034e889f655,The tweets compare Joe Biden's performance to Donald Trump's during the 2020 presidential debate.,0.10137042,0.36613,0.11297612,0.041476917,False,False,False,False
6c796b56-95c6-4aaa-850f-22c0244a95b6,The core claim is that Donald Trump is a racist.,0.23193263,0.47094956,0.16121534,0.31361678,False,False,False,False
2b5de415-72a9-4b5a-920d-c15c390ffc2c,The core claim is that voters should choose the Democratic Party (Vote Blue) in the 2020 election.,0.13577081,0.31520456,0.1617145,0.22374734,False,False,False,False
fcbb4aa8-b365-42f2-8ad5-23db59234a52,Joe Biden described Donald Trump as a dog whistle as big as a fog horn during a presidential debate.,0.55130196,0.79948777,0.257989,0.41704988,True,True,False,False
9b043689-16f8-44e2-a50f-ebba6c48f7a8,The existence and extent of institutional racism in America is a topic of debate.,0.4512517,0.6863581,0.20113355,0.5488312,False,True,False,True
63619618-6838-4d74-87fa-86591a514452,The tweets claim that Joe Biden has had an excessively long political career with little to show for it.,0.3282898,0.4760956,0.18815906,0.5343034,False,False,False,True
3d153307-5893-4026-9ceb-477de869ad6c,The Trump administration's handling of immigrant children separated from their parents at the US-Mexico border is criticized.,0.70250696,0.9353617,0.34767547,0.9530303,True,True,False,True
ac235676-965d-4a33-a7a4-08be6912526f,The tweets discuss Joe Biden's presidential aspirations and his potential role as president.,0.040279757,0.14307854,0.09017071,0.022937555,False,False,False,False
097f63c9-76de-4e88-b3d0-8cdd8b26e66d,The tweets claim that Trump frequently lies and lacks credibility in his statements and actions.,0.64624435,0.8338551,0.27066556,0.8994781,True,True,False,True
7d19ab29-3db5-49fc-a8ce-64ff2c9bd7b8,"Joe Biden is accused of lying, corruption, and dodging questions during a debate with Donald Trump.",0.6877595,0.94506043,0.3205352,0.94398654,True,True,False,True
03b309d6-0581-4c5f-a33b-44346d8a3430,Critics argue that Joe Biden's career as a politician is a liability and a sign of inexperience.,0.080050044,0.18361062,0.15574987,0.16781923,False,False,False,False
ef4084fb-7e64-4230-ba9f-219e9564606e,Biden's laughter during the debate is seen as a sign of Trump's ineptitude and Biden's confidence.,0.10822875,0.29418477,0.18276231,0.1518426,False,False,False,False
6a73c8f5-d463-483c-941e-e7f4c52f4a6d,The core claim is that Joe Biden is unfit to lead the country and Trump is the better candidate.,0.16110672,0.29241562,0.18987735,0.26803273,False,False,False,False
86a41f45-de94-43ec-9030-7f6cfc6a82df,"The main claim is that Joe Biden is a racist, contradicting the claim made by others that Donald Trump is racist.",0.5985179,0.77381784,0.26265657,0.8794235,True,True,False,True
cda45273-5b72-4434-9316-068ba7550b16,Joe Biden plans to destroy or shut down the American oil industry.,0.59910333,0.7651563,0.2341276,0.8259861,True,True,False,True
80793efd-40ff-4043-ae4e-da5ccdd346f4,"Joe Biden is lying about his stance on fracking, contradicting himself in public debates.",0.69547904,0.94599706,0.2939655,0.95894253,True,True,False,True
3b3eaf28-c5b3-40b7-bd25-fd6229f0e004,Donald Trump's response to 500+ children separated from their parents during the 2020 US presidential debates.,0.6993916,0.91756713,0.2802929,0.9287704,True,True,False,True
e4f4122b-777b-484e-97f4-397ab5047731,The tweets claim that Joe Biden has made conflicting statements about his stance on fracking.,0.7108593,0.9449117,0.30464387,0.97203845,True,True,False,True
